"","id","submitdate","lastpage","startlanguage","q_","startdate","datestamp","dmAge","dmSex","dmLivingSit","dmLivingSitRoommate","dmLivingSitPpl","dmFinance_SQ001","sl_SQ001","sl_SQ002","sl_SQ003","sl_SQ006","sl_SQ004","sl_SQ005","sl_SQ007","kdAufbau","kdMaterialien","kdAktivitaeten_Mitarbeit","kdAktivitaeten_Vorbereitung","kdAktivitaeten_Referat","kdAktivitaeten_Nichts","kdPruefung_Klausur","kdPruefung_Hausarbeit","kdPruefung_Hausaufgaben","kdPruefung_other","kdRueckmeldung","kdRueckmeldezeit_SQ001","kdQualitaet_klarheit1","kdQualitaet_lernklima1","kdQualitaet_feed_deep1","kdQualitaet_feed_freq1","kdQualitaet_lernklima2","kdQualitaet_aktivierung1","kdQualitaet_feed_deep2","kdQualitaet_lernklima3","kdQualitaet_motivierung1","kdQualitaet_fragen1","kdQualitaet_klarheit2","kdQualitaet_feed_freq2","kdQualitaet_vielfalt1","kdQualitaet_aktivierung2","kdQualitaet_feed_deep3","kdQualitaet_motivierung2","kdQualitaet_feed_freq3","kdQualitaet_motivierung3","kdQualitaet_interaktion1","kdQualitaet_aktivierung3","kdQualitaet_vielfalt2","kdQualitaet_aktivierung4","kdQualitaet_fragen2","kdQualitaet_klarheit3","kdQualitaet_verteilung1","kdQualitaet_feed_deep4","kdQualitaet_motivierung4","kdQualitaet_verteilung2","kdQualitaet_vielfalt3","kdQualitaet_fragen3","kdQualitaet_interaktion2","kdQualitaet_verteilung3","kdQualitaet_interaktion3","kdQualitaetWahl_zeitpunkt","kdQualitaetWahl_inhalt","kdQualitaetWahl_methode","kdQualitaetAufwand_aufwand","kdQualitaetAufwand_menge","kdQualitaetAufwand_zeit","hsf1_VVW01","hsf1_VSL01","hsf1_KIZ01","hsf1_RAB01","hsf1_VUL01","hsf1_UA02","hsf1_MIW01","hsf1_MSW01","hsf1_TTL02","hsf1_PU02","hsf1_RRB03","hsf1_TTK01","hsf1_MPR03","hsf1_A02","hsf1_MLM01","hsf1_TTF01","hsf1_RFL01","hsf1_UVG02","hsf1_MWL02","hsf1_MNL02","hsf1_PMK01","hsf1_PU03","hsf1_RNE01","hsf1_ZSP03","hsf2_VSL02","hsf2_TTK02","hsf2_TTL03","hsf2_RFL02","hsf2_MSW02","hsf2_VUL02","hsf2_MIW02","hsf2_MNL03","hsf2_KIZ02","hsf2_TUT02","hsf2_RKP03","hsf2_VVW02","hsf2_VKL03","hsf2_ZSME01","hsf2_RAB02","hsf2_RV03","hsf2_MWL03","hsf2_RZM03","hsf2_UVG03","hsf2_RNE02","hsf2_MLM02","hsf2_PMK02","hsf2_MKL01","hsf2_UEW02","hsf3_VVW03","hsf3_VSL03","hsf3_MSW03","hsf3_ZSME02","hsf3_RKP02","hsf3_RFL03","hsf3_MPR01","hsf3_RZM02","hsf3_TUT03","hsf3_A03","hsf3_MKL02","hsf3_TTK03","hsf3_UEL03","hsf3_VKL02","hsf3_RV02","hsf3_MLM03","hsf3_TTF02","hsf3_KIZ03","hsf3_UEW03","hsf3_MIW03","hsf3_RRB02","hsf3_PMK03","hsf3_ZSP01","hsf3_UEL02","hsf4_VKL01","hsf4_RKP01","hsf4_TTL01","hsf4_RAB03","hsf4_UA01","hsf4_MNL01","hsf4_MPR02","hsf4_VUL03","hsf4_UVG01","hsf4_MWL01","hsf4_RNE03","hsf4_RZM01","hsf4_ZSME03","hsf4_TTF03","hsf4_MKL03","hsf4_A01","hsf4_RRB01","hsf4_UEL01","hsf4_RV01","hsf4_TUT01","hsf4_UA03","hsf4_UEW01","hsf4_PU01","hsf4_ZSP02","hsf4Study","gh_SQ001","gh_SQ002","gh_SQ003","gh_SQ004","gh_SQ005","gh_SQ006","gh_SQ007","gh_SQ008","gh_SQ009","gh_SQ010","gh_SQ011","location","kd_klarheit","kd_motivierung","kd_aktivierung","kd_lernklima","kd_interaktion","kd_feedbacktiefe","kd_feedbackfrequenz","kd_vielfalt","kd_fragen","kd_aufwand","kd_verteilung","kd_wahl","regulationserfolg","pcog_vorwissen","pcog_komplex","pcog_schwierig","pcog_extraneous","pmet_anforderungen","pmet_zielmangel","pmet_zielqualitaet","pmet_vorgehenmangel","pmet_vorgehenunklar","pmet_vorgehenqualitaet","pmet_anpassung","pmet_flexibilitaet","pmet_zeitnutzung","pmet_monitoring","pmet_evaluation","pmot_utility","pmot_attainment","pmot_intrinsic","pmot_cost","pmot_vorgehensweise","pmot_selbstwirksam","pmot_prokrastination","pmot_emotionen","pres_umfeld","pres_ablenkung","pres_zeitmangel","pres_koerper","pres_material","prest_voraussetzungen","prest_dysfunktional","prest_leistung","prest_kenntnisse","gewissenhaftigkeit","Regelmaessig","kdAufbau_interaktiv","kdAufbau_synchron","P_Verständnis","P_Metakognition","P_Motivation","P_Ressourcen_Selbst","P_Ressourcen_Kurs","P_Ressouren_Technik","Probleme_gesamt","suboptimal_study","gh_ordnungsliebe","gh_fleiss","gh_verlaesslichkeit"
"26",60,"2021-02-10 16:43:13",13,"de",1018793688,"2021-02-10 16:02:20","2021-02-10 16:43:13",18,"female","Elternhaus",2,2,2,1,3,2,6,1,5,5,"vortragsbasiert-synchron",1,0,1,0,0,1,0,0,"",99,NA,3,5,2,1,3,1,1,4,1,4,5,5,2,2,2,3,1,1,1,1,1,1,5,3,3,3,3,5,1,4,1,3,4,2,2,2,1,6,6,5,5,1,4,3,3,5,3,2,3,4,3,5,3,1,2,3,4,5,5,3,3,3,1,5,3,3,1,2,1,5,5,1,4,5,4,4,1,3,1,3,5,4,1,2,2,3,4,4,5,5,3,3,4,5,5,4,4,5,3,2,3,2,3,1,3,3,5,3,2,1,4,4,3,5,4,3,5,5,5,5,5,3,3,2,1,5,2,3,2,1,4,5,3,2,1,"A2",3,2,2,1,3,5,3,5,4,3,2,"Augsburg",3.66666666666667,2,1.25,4,2,2,2.33333333333333,1.33333333333333,4.33333333333333,4.33333333333333,3,2,1.66666666666667,4.33333333333333,3.66666666666667,5,3,3.66666666666667,1,2,2.33333333333333,4.33333333333333,2.66666666666667,3,1.33333333333333,1.66666666666667,2.66666666666667,3.33333333333333,5,4.33333333333333,5,4.33333333333333,2,3.33333333333333,5,2.33333333333333,3.33333333333333,3.66666666666667,4.33333333333333,3.66666666666667,2.66666666666667,4,1.33333333333333,3.33333333333333,3,3.11111111111111,0.666666666666667,0,1,4.08333333333333,2.25641025641026,4.66666666666667,3.22222222222222,3.11111111111111,2.91666666666667,3.28744939271255,3.75,4,2,3.33333333333333
"27",112,"2021-02-13 19:21:39",13,"de",1313676139,"2021-02-13 18:59:46","2021-02-13 19:21:39",22,"female","WohnheimAppartment",NA,1,3,2,2,4,6,3,4,1,"vortragsbasiert-synchron",1,0,1,0,0,1,0,1,"",99,NA,5,5,4,3,3,4,2,4,2,5,3,6,1,1,3,4,4,2,1,2,1,1,5,5,2,2,1,5,1,3,1,4,1,2,1,2,5,6,6,3,4,3,3,1,1,3,5,1,1,1,1,2,1,1,1,3,1,3,4,3,2,1,2,4,1,1,1,3,1,3,4,2,1,1,2,2,1,2,1,2,1,1,1,1,4,1,3,3,5,5,3,2,1,3,1,1,2,1,1,2,2,3,1,1,4,4,2,3,4,4,1,4,3,1,3,1,4,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,4,2,3,"A2",4,1,2,2,2,5,2,3,5,2,3,"Augsburg",4.33333333333333,2.25,2,4,1,2.75,4.33333333333333,1,4.33333333333333,5.66666666666667,4,1.66666666666667,2,2.66666666666667,2.66666666666667,4.33333333333333,1.33333333333333,1.33333333333333,3,1.66666666666667,3.66666666666667,1.33333333333333,1.66666666666667,1.33333333333333,1.66666666666667,3,1.33333333333333,3.66666666666667,4,2.33333333333333,2.66666666666667,1,1,4.33333333333333,2.66666666666667,1,2,2.66666666666667,1,2,1.66666666666667,1,1,1,1,2.88888888888889,1,0,1,3.5,1.92307692307692,2.5,1.61111111111111,1.44444444444444,1,2.07838506522717,2.75,4.66666666666667,1.66666666666667,2.33333333333333
"28",64,"2021-01-15 13:38:21",14,"de",630599355,"2021-01-15 13:07:56","2021-01-15 13:38:21",20,"female","PartnerKind",1,2,3,1,4,4,6,2,3,4,"vortragsbasiert-synchron",1,1,1,1,0,1,0,0,"",1,6,6,5,5,3,5,5,3,6,4,6,6,5,2,3,2,4,2,4,4,4,2,4,3,6,3,4,4,2,3,6,3,5,4,5,2,5,4,4,5,1,3,1,2,1,1,4,2,1,4,3,1,2,3,2,1,1,1,3,1,1,2,3,1,2,1,1,1,3,1,2,1,5,1,2,1,2,4,2,3,2,5,3,3,3,1,2,2,2,2,3,1,1,1,1,5,1,3,1,1,3,2,4,5,1,4,1,3,2,1,1,1,2,2,1,2,1,1,1,2,4,2,2,2,1,1,2,4,2,3,5,1,1,1,5,1,"A2",5,5,3,3,5,5,3,5,5,5,4,"Duisburg",6,4,4,5.33333333333333,3.66666666666667,3.5,3.33333333333333,2.33333333333333,5,4.33333333333333,5,4,2.33333333333333,1.33333333333333,2,2.33333333333333,1.33333333333333,1,1,2,1,2.66666666666667,3.66666666666667,3.33333333333333,4,3.33333333333333,2.33333333333333,1.33333333333333,1,2.33333333333333,3,1.66666666666667,3.33333333333333,2.66666666666667,1.33333333333333,2.66666666666667,2.33333333333333,2,4,1.66666666666667,1,1,1,1,1,4.33333333333333,0.666666666666667,0,1,2.08333333333333,2,2,2.66666666666667,1.11111111111111,1,2.01388888888889,3.75,5,3.66666666666667,4.33333333333333
"29",142,"2021-02-18 22:07:00",13,"de",450911628,"2021-02-18 21:55:16","2021-02-18 22:07:00",19,"female","Elternhaus",2,3,3,3,4,2,3,3,2,2,"Materialbasiert-asynchron",0,0,0,0,1,1,1,0,"",3,4,2,4,4,3,4,3,4,3,3,1,2,3,4,3,4,4,1,3,3,3,2,2,2,2,3,2,3,3,4,3,4,3,4,3,3,3,6,6,6,3,5,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,2,2,3,2,4,2,3,3,2,4,4,3,4,4,3,3,2,1,3,2,1,2,4,3,4,3,4,3,2,4,2,2,3,4,3,3,2,2,4,4,2,3,1,3,2,4,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,4,3,4,3,2,3,4,2,3,2,4,1,4,1,2,4,2,1,"A2",5,5,3,3,4,5,4,5,5,4,5,"Augsburg",2,3.25,2.75,3.66666666666667,3.66666666666667,3.5,2.33333333333333,3.33333333333333,2,6,3,3,3.66666666666667,2.66666666666667,2.33333333333333,3.66666666666667,3.66666666666667,3,2,2.66666666666667,2.33333333333333,3,3.33333333333333,2.66666666666667,4,3.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,3,3.33333333333333,3,2.66666666666667,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,3,2.33333333333333,2.66666666666667,3,2,4.33333333333333,0,0,0,3,2.41025641025641,3,3,3.22222222222222,2.5,2.89822312190733,2.5,5,4,4
"30",73,"2021-01-18 11:33:06",14,"de",25191411,"2021-01-18 11:04:57","2021-01-18 11:33:06",22,"male","PartnerKind",1,2,2,3,3,3,3,3,3,3,"Materialbasiert-asynchron",1,1,1,1,0,1,0,1,"",1,6,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,3,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"A2",4,4,4,4,4,4,4,4,4,4,4,"Duisburg",4,4,3.75,4,4,4,3.66666666666667,4,4,5,4,4,5,2.33333333333333,2,2.33333333333333,2,2.33333333333333,2,2,2,2,2.33333333333333,2.33333333333333,2,2.66666666666667,2,2,2,2,2,2,2.33333333333333,2,2.33333333333333,2,2.33333333333333,2,2,2,2.33333333333333,2,2.33333333333333,2.33333333333333,2.33333333333333,4,1,0,0,2.16666666666667,1.82051282051282,2,2.11111111111111,2.22222222222222,2.25,2.13782051282051,3,4,4,4
"31",43,"2021-01-13 16:33:50",14,"de",1090282077,"2021-01-13 15:48:48","2021-01-13 16:33:50",22,"female","Elternhaus",1,5,1,1,1,6,6,5,5,1,"Materialbasiert-asynchron",1,1,1,0,0,1,0,0,"",1,6,5,6,6,2,5,4,2,6,2,6,6,3,6,4,1,5,1,5,6,3,5,2,5,6,3,2,5,5,6,6,6,6,6,2,2,2,5,4,4,4,3,3,3,1,2,2,2,2,4,5,1,1,1,3,1,1,2,3,2,1,2,3,3,3,1,1,1,2,1,2,2,2,5,2,2,2,1,4,1,1,4,2,2,3,2,3,3,1,2,3,3,2,1,1,5,1,2,1,1,1,3,3,2,1,1,1,1,4,1,2,3,2,2,3,3,2,1,3,2,2,1,3,3,3,1,3,2,4,2,3,1,2,4,2,2,"A2",3,2,4,4,5,4,3,5,3,4,5,"Duisburg",5.66666666666667,4.25,3.25,5.66666666666667,6,2.75,2,5.66666666666667,5.66666666666667,4.33333333333333,6,2,5.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,1.33333333333333,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2.66666666666667,1.66666666666667,2.33333333333333,2,2,2.66666666666667,1.66666666666667,1.66666666666667,1.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,1.66666666666667,2.66666666666667,4.33333333333333,3.33333333333333,4,2,1,2.33333333333333,1,2,1,3.66666666666667,0.666666666666667,0,0,2.41666666666667,1.76923076923077,1.83333333333333,3.16666666666667,1.44444444444444,1.58333333333333,2.15474583895637,3.25,3.33333333333333,3,4.66666666666667
"32",131,"2021-02-15 11:15:30",13,"de",1546734033,"2021-02-15 10:55:10","2021-02-15 11:15:30",19,"male","Elternhaus",2,4,3,2,2,2,5,1,2,1,"vortragsbasiert-synchron",1,1,1,0,0,1,0,1,"",99,NA,5,6,5,5,3,6,2,6,1,6,5,6,3,1,4,4,3,2,2,4,1,3,4,6,1,2,2,5,1,6,3,5,3,3,1,4,6,6,6,3,5,3,4,1,1,1,5,1,3,1,1,5,2,3,1,3,2,3,3,4,3,1,2,5,1,1,1,3,1,4,3,3,1,1,4,4,2,3,2,2,1,3,1,2,5,3,2,4,5,5,2,1,1,5,1,1,1,4,1,3,2,3,1,1,5,5,3,1,4,1,1,4,1,1,1,2,3,5,4,4,2,1,3,5,1,2,5,1,4,3,1,2,1,2,3,"A2",2,1,3,1,2,3,3,3,3,2,2,"Augsburg",5.33333333333333,2.25,3.5,5,2.66666666666667,3.25,4.66666666666667,1.66666666666667,5.33333333333333,6,5,2.66666666666667,1.33333333333333,3.66666666666667,3.33333333333333,5,2,1.66666666666667,2,3,4.33333333333333,3,2.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,3,2.33333333333333,2.66666666666667,3,2,4.33333333333333,5,1,1,2.66666666666667,1.66666666666667,1,1.66666666666667,1,1,1,1,2.33333333333333,1,0,1,4.08333333333333,2.64102564102564,2.75,1.55555555555556,1.77777777777778,1,2.47739541160594,1.75,2.66666666666667,1.66666666666667,2.66666666666667
"33",51,"2021-01-14 12:37:58",14,"de",50155650,"2021-01-14 12:03:29","2021-01-14 12:37:58",27,"female","PartnerKind",2,2,2,2,2,5,6,2,2,2,"interaktiv-synchron",1,1,0,1,0,1,1,0,"",99,NA,4,6,3,2,2,5,3,5,5,2,2,1,2,5,1,3,1,4,3,4,2,2,4,4,3,2,4,4,4,6,3,5,4,5,5,3,4,2,3,1,2,2,3,3,1,1,2,3,2,4,3,2,2,2,4,2,1,1,1,2,1,2,2,3,5,4,1,2,1,1,1,2,4,1,1,2,1,3,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,3,2,2,2,1,4,1,2,1,1,3,3,2,1,4,1,1,1,2,2,5,4,2,1,3,2,2,1,2,1,2,4,2,2,5,2,1,3,2,2,1,2,"A2",4,3,3,2,3,4,3,5,4,4,4,"Duisburg",3.33333333333333,4,4,4.33333333333333,3.33333333333333,2.25,1.33333333333333,2.66666666666667,4,3,5,4.33333333333333,4,1.33333333333333,2,2.33333333333333,2,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.33333333333333,1.33333333333333,2,1,2.33333333333333,1.33333333333333,2,1,1,1,1.33333333333333,1.33333333333333,2,2.66666666666667,1.66666666666667,4.33333333333333,3.33333333333333,1.66666666666667,1.33333333333333,1.33333333333333,3,3.66666666666667,4,4,3.44444444444444,0.333333333333333,1,1,1.91666666666667,1.43589743589744,1.08333333333333,2.27777777777778,1.66666666666667,3.66666666666667,2.00123706702654,2.75,4,2.66666666666667,3.66666666666667
"34",93,"2021-02-12 08:46:16",13,"de",1481139351,"2021-02-12 08:25:36","2021-02-12 08:46:16",18,"female","Elternhaus",2,6,3,1,1,4,6,2,2,1,"interaktiv-asynchron",1,1,1,0,0,1,0,0,"",2,2,6,5,2,2,5,6,1,3,3,1,6,2,5,5,1,6,1,2,3,4,1,5,3,5,1,4,3,1,6,2,1,6,3,5,2,2,3,3,3,4,3,2,2,2,2,1,4,1,5,2,1,3,3,3,4,5,2,1,1,1,2,3,1,4,1,1,2,3,2,2,1,1,1,1,1,1,1,1,4,1,2,3,2,2,1,1,3,1,2,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,3,1,2,1,1,4,3,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,"A2",5,2,3,2,4,5,2,4,5,3,3,"Augsburg",5.66666666666667,3.5,5,4.33333333333333,2.33333333333333,2,1.66666666666667,4,2,3,6,3,4.33333333333333,2,1.33333333333333,3,2.33333333333333,1.33333333333333,1,1.33333333333333,1,2.33333333333333,2.66666666666667,2.33333333333333,2,1.66666666666667,1,3,1,1,1.33333333333333,1,2,3.66666666666667,3,2.33333333333333,1.33333333333333,1.66666666666667,1.33333333333333,1.66666666666667,2.66666666666667,1,2,1,1,3.55555555555556,0.666666666666667,1,0,2.5,1.64102564102564,1.08333333333333,1.72222222222222,2.11111111111111,1.25,1.78002699055331,2,5,2,3.66666666666667
"35",70,"2021-01-15 16:44:40",14,"de",696278379,"2021-01-15 15:55:56","2021-01-15 16:44:40",18,"female","Elternhaus",2,2,3,1,2,2,1,2,1,2,"vortragsbasiert-synchron",1,0,1,0,0,1,1,1,"",99,NA,6,6,6,1,5,5,1,6,5,5,5,1,5,5,1,5,1,6,4,4,3,2,5,6,1,1,5,6,6,6,3,6,5,2,1,5,5,5,5,2,2,1,3,1,1,1,1,3,2,2,1,2,1,1,1,3,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,2,2,1,1,5,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,3,1,1,2,2,2,1,2,1,2,2,2,1,2,2,4,1,1,1,1,1,"A2",5,4,2,4,5,4,4,4,4,5,3,"Duisburg",5.66666666666667,5.25,4,5.66666666666667,4,2.25,1,4.66666666666667,5.33333333333333,5,6,2.66666666666667,5,1.33333333333333,1.33333333333333,2.66666666666667,1.66666666666667,1,1,1.33333333333333,2,1.33333333333333,1.66666666666667,1,2.66666666666667,1.33333333333333,1.33333333333333,1.33333333333333,1,1,1,1.66666666666667,1,1.33333333333333,2,1.33333333333333,2,3,1,1.33333333333333,2,1.66666666666667,1.66666666666667,2.33333333333333,1.66666666666667,4,1,0,1,1.66666666666667,1.30769230769231,1.16666666666667,1.61111111111111,1.55555555555556,1.83333333333333,1.55634278002699,1.75,4.33333333333333,4,3.66666666666667
"36",79,"2021-01-19 12:32:50",14,"de",1195032546,"2021-01-19 12:05:54","2021-01-19 12:32:50",22,"female","Elternhaus",2,2,2,1,3,4,6,1,2,3,"Materialbasiert-asynchron",1,0,1,0,0,1,0,0,"",99,NA,2,5,4,1,3,5,2,3,3,3,2,6,4,4,2,5,2,3,3,2,1,1,4,4,2,2,3,2,2,2,5,5,6,2,2,2,6,6,6,3,4,3,2,2,5,3,5,4,2,4,1,1,2,2,1,1,4,1,3,4,3,4,2,4,2,4,2,5,4,3,1,4,2,1,3,3,2,2,4,1,5,4,3,2,3,1,3,3,4,5,2,3,2,1,5,1,2,2,2,3,3,4,2,1,3,1,3,4,3,3,4,5,5,3,2,4,1,1,5,5,1,4,1,2,4,2,3,4,3,3,2,2,3,2,3,"A2",3,2,4,4,3,3,3,5,4,5,4,"Duisburg",2.66666666666667,3.5,3,3.66666666666667,4.66666666666667,2.5,3,2.33333333333333,3,6,5,2,3,3,3.66666666666667,4,3.66666666666667,3.66666666666667,2.66666666666667,2,3.33333333333333,4.33333333333333,2.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,2.33333333333333,1.66666666666667,1,3,1.66666666666667,2,5,1,3.66666666666667,4,2,3.66666666666667,3,1.66666666666667,1.66666666666667,2,3.66666666666667,1.66666666666667,3.44444444444444,0.666666666666667,0,0,3.91666666666667,2.35897435897436,1.83333333333333,3.05555555555556,3,2.25,2.80038236617184,3,3.33333333333333,3,4
"37",71,"2021-01-18 10:36:59",14,"de",2053614307,"2021-01-18 10:07:35","2021-01-18 10:36:59",18,"male","Elternhaus",2,3,2,6,2,5,5,2,2,1,"vortragsbasiert-synchron",1,0,0,0,1,1,0,1,"",99,NA,6,5,4,1,4,2,2,6,5,1,1,6,2,1,2,4,2,3,5,2,2,1,2,5,4,2,3,4,5,3,6,3,6,3,1,4,3,3,3,2,1,4,5,1,1,2,1,1,4,3,1,5,2,1,1,1,4,2,2,3,4,3,2,4,1,1,1,1,1,2,1,4,1,1,1,1,3,4,4,3,1,4,1,4,3,4,4,1,2,2,2,1,1,4,4,1,2,2,1,2,1,2,2,1,4,5,3,2,3,1,2,1,1,1,4,2,2,4,2,3,4,2,2,4,1,5,2,1,2,1,1,1,1,2,1,"A2",4,3,4,1,4,5,3,3,5,4,4,"Duisburg",4,3.75,1.5,5,5.66666666666667,2.5,3,3,2,3,3,2.66666666666667,2,1.33333333333333,1,2.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,3,3,3.66666666666667,3.33333333333333,2,2.33333333333333,4,2,3.33333333333333,1.66666666666667,3,2.33333333333333,3.66666666666667,2.33333333333333,1.33333333333333,4.33333333333333,2,2,4.33333333333333,2.33333333333333,1,1,1,1,1,1,3.55555555555556,0.666666666666667,0,1,1.5,2.48717948717949,2.66666666666667,2.33333333333333,1.22222222222222,1,2.15463337831759,2.5,4.66666666666667,2.33333333333333,3.66666666666667
"38",116,"2021-02-14 10:40:13",13,"de",54896815,"2021-02-14 10:21:13","2021-02-14 10:40:13",18,"female","Elternhaus",2,5,3,2,4,3,6,1,1,1,"Materialbasiert-asynchron",1,0,0,0,1,1,0,0,"",99,NA,3,5,1,1,6,4,1,6,6,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,6,1,4,1,2,1,1,1,2,6,1,2,6,6,6,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,3,1,2,1,2,1,2,4,1,4,4,4,3,3,2,4,1,1,3,1,4,1,2,2,1,2,3,1,1,3,4,5,4,4,3,1,5,5,5,1,1,3,2,2,1,1,3,4,4,1,3,1,5,1,5,1,2,3,3,1,2,4,3,5,"A2",4,4,3,3,5,5,4,4,5,4,2,"Augsburg",2.66666666666667,3.5,1.75,5.66666666666667,1.33333333333333,1,1,1.33333333333333,1,6,1,3,5.33333333333333,1,2,1.66666666666667,2,1.66666666666667,4.33333333333333,2.33333333333333,3,3,2,1.33333333333333,3.66666666666667,2.66666666666667,1.66666666666667,3.66666666666667,1,1,1,3.33333333333333,3,1.66666666666667,2,3.33333333333333,2.66666666666667,2,2.33333333333333,3,1,1,2,1.33333333333333,1,4.11111111111111,0.333333333333333,0,0,1.58333333333333,2.28205128205128,1.58333333333333,2.72222222222222,1.55555555555556,1.33333333333333,2.09806567701305,2.25,4.66666666666667,3.66666666666667,4
"39",54,"2021-01-14 16:24:36",14,"de",1633329859,"2021-01-14 16:04:28","2021-01-14 16:24:36",22,"male","WohnheimZimmer",1,3,3,1,1,2,2,2,1,1,"interaktiv-synchron",1,0,1,0,0,1,0,0,"",99,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,4,4,5,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"A2",3,3,5,4,3,4,4,5,3,5,4,"Duisburg",6,6,6,6,5.66666666666667,6,6,6,6,4.33333333333333,6,4.33333333333333,6,1.33333333333333,1.33333333333333,1.33333333333333,1,1,1,1,1,1,1,1,1,1,1.33333333333333,1,1,1,1,1.33333333333333,1.33333333333333,1,1,1,1,1.33333333333333,1.66666666666667,1.33333333333333,1,1,1,1,1.33333333333333,3.77777777777778,0.666666666666667,1,1,1.25,0.871794871794872,1.08333333333333,1.27777777777778,1,1.08333333333333,1.11139226270805,1.25,3.33333333333333,3.66666666666667,4.33333333333333
"40",94,"2021-02-12 09:32:21",13,"de",2017769975,"2021-02-12 08:52:16","2021-02-12 09:32:21",19,"female","Elternhaus",2,5,2,2,3,2,6,2,2,1,"interaktiv-synchron",1,1,1,1,0,1,0,0,"",99,NA,6,5,4,2,3,4,2,6,5,5,5,4,5,5,3,2,2,3,5,5,5,4,4,5,4,2,4,5,6,6,5,5,5,5,2,1,3,2,2,2,2,1,4,2,2,1,4,1,2,4,2,2,3,3,2,2,4,2,3,2,3,4,3,4,4,2,2,4,3,2,1,2,5,2,3,3,4,4,2,3,2,5,3,4,2,2,4,2,3,4,3,5,3,2,3,1,4,2,3,3,2,4,4,4,2,5,2,2,3,2,4,2,3,1,4,2,1,3,4,5,2,3,2,4,5,3,2,1,2,3,1,3,4,2,5,"A2",3,2,3,4,4,3,4,4,3,4,4,"Augsburg",5.33333333333333,3.5,4.5,4.66666666666667,5,2.75,2.66666666666667,5.33333333333333,5,2.33333333333333,5,2.66666666666667,3.33333333333333,2.33333333333333,2.33333333333333,3,3,2.33333333333333,3.33333333333333,3.66666666666667,2.33333333333333,4.66666666666667,2.33333333333333,3,3,1.66666666666667,3,4.33333333333333,1.66666666666667,2.33333333333333,1.66666666666667,2.33333333333333,3.66666666666667,4,2.33333333333333,3.33333333333333,2.33333333333333,4,2.33333333333333,3.33333333333333,2.33333333333333,2.33333333333333,3.66666666666667,1.33333333333333,3,3.33333333333333,0.666666666666667,1,1,2.91666666666667,2.58974358974359,2,3.16666666666667,2.55555555555556,2.58333333333333,2.79329734592892,2,3,3.33333333333333,3.66666666666667
